character,displayName,key,frame,isAttack,widthRatio,heightRatio,bodyWidthRatio,bodyHeightRatio,bodyFootGapRatio,expectedWidthRatio,expectedWidthLabel,areaRatio,bodyAreaRatio,scaleWidth,scaleHeight,scaleSource,sameSourceScaleUses,reasons
ichigo-kurosaki,Ichigo Kurosaki,backflip,45,false,1.081,1.081,1.081,1.081,0.036,1.081,idleW,1.169,1.169,0.93,0.93,frame,backflip:0.93/0.93,above-blue:1.08h
ichigo-kurosaki,Ichigo Kurosaki,block,15,false,1.105,1.105,1.105,1.105,0,1.105,idleW,1.22,1.22,0.95,0.95,frame,block:0.95/0.95,above-blue:1.10h
ichigo-kurosaki,Ichigo Kurosaki,cmd:1+2,83,true,1.093,1.093,1.093,1.093,0,1.093,idleW,1.195,1.195,0.94,0.94,frame,cmd:1+2:0.94/0.94,above-blue:1.09h
ichigo-kurosaki,Ichigo Kurosaki,cmd:1+2,84,true,1.116,1.116,1.116,1.116,0.019,1.116,idleW,1.246,1.246,0.96,0.96,frame,cmd:1+2:0.96/0.96,above-blue:1.12h
ichigo-kurosaki,Ichigo Kurosaki,cmd:1+2,85,true,1.14,1.14,1.14,1.14,0.017,1.14,idleW,1.299,1.299,0.98,0.98,frame,cmd:1+2:0.98/0.98,above-blue:1.14h|body-above:1.14h
ichigo-kurosaki,Ichigo Kurosaki,cmd:1+2,86,true,1.14,1.14,1.14,1.14,0.017,1.14,idleW,1.299,1.299,0.98,0.98,frame,cmd:1+2:0.98/0.98,above-blue:1.14h|body-above:1.14h
ichigo-kurosaki,Ichigo Kurosaki,cmd:1+2,87,true,1.105,1.105,1.105,1.105,0.066,1.105,idleW,1.22,1.22,0.95,0.95,frame,cmd:1+2:0.95/0.95,above-blue:1.10h|feet-above-ground:0.07
ichigo-kurosaki,Ichigo Kurosaki,cmd:1+2,88,true,1.186,1.186,1.186,1.186,0.071,1.186,idleW,1.407,1.407,1.02,1.02,frame,cmd:1+2:1.02/1.02,above-blue:1.19h|body-above:1.19h|feet-above-ground:0.07
ichigo-kurosaki,Ichigo Kurosaki,cmd:1+2,89,true,1.186,1.186,1.186,1.186,0.018,1.186,idleW,1.407,1.407,1.02,1.02,frame,cmd:1+2:1.02/1.02,above-blue:1.19h|body-above:1.19h
ichigo-kurosaki,Ichigo Kurosaki,cmd:1+2,90,true,1.186,1.186,1.186,1.186,0.018,1.186,idleW,1.407,1.407,1.02,1.02,frame,cmd:1+2:1.02/1.02,above-blue:1.19h|body-above:1.19h
ichigo-kurosaki,Ichigo Kurosaki,cmd:1+2,86,true,1.14,1.14,1.14,1.14,0.017,1.14,idleW,1.299,1.299,0.98,0.98,frame,cmd:1+2:0.98/0.98,above-blue:1.14h|body-above:1.14h
ichigo-kurosaki,Ichigo Kurosaki,cmd:1+2,84,true,1.116,1.116,1.116,1.116,0.019,1.116,idleW,1.246,1.246,0.96,0.96,frame,cmd:1+2:0.96/0.96,above-blue:1.12h
ichigo-kurosaki,Ichigo Kurosaki,cmd:1+2,91,true,1.116,1.116,1.116,1.116,0,1.116,idleW,1.246,1.246,0.96,0.96,frame,cmd:1+2:0.96/0.96,above-blue:1.12h
ichigo-kurosaki,Ichigo Kurosaki,cmd:1+2,92,true,1.116,1.116,1.116,1.116,0.022,1.116,idleW,1.246,1.246,0.96,0.96,frame,cmd:1+2:0.96/0.96,above-blue:1.12h
ichigo-kurosaki,Ichigo Kurosaki,cmd:1+3,95,true,1.151,1.151,1.151,1.151,0,1.151,idleW,1.325,1.325,0.99,0.99,frame,cmd:1+3:0.99/0.99,above-blue:1.15h|body-above:1.15h
ichigo-kurosaki,Ichigo Kurosaki,cmd:1+4,101,true,1.14,1.14,1.14,1.14,0,1.14,idleW,1.299,1.299,0.98,0.98,frame,cmd:1+4:0.98/0.98,above-blue:1.14h|body-above:1.14h
ichigo-kurosaki,Ichigo Kurosaki,cmd:2+3,108,true,1.14,1.14,1.14,1.14,0,1.14,idleW,1.299,1.299,0.98,0.98,frame,cmd:2+3:0.98/0.98,above-blue:1.14h|body-above:1.14h
ichigo-kurosaki,Ichigo Kurosaki,cmd:2+3,109,true,1.116,1.116,1.116,1.116,0,1.116,idleW,1.246,1.246,0.96,0.96,frame,cmd:2+3:0.96/0.96,above-blue:1.12h
ichigo-kurosaki,Ichigo Kurosaki,cmd:2+3,110,true,1.081,1.081,1.081,1.081,0,1.081,idleW,1.169,1.169,0.93,0.93,frame,cmd:2+3:0.93/0.93,above-blue:1.08h
ichigo-kurosaki,Ichigo Kurosaki,cmd:2+3,112,true,1,1,1,1,0,1,idleW,1,1,0.86,0.86,frame,cmd:2+3:0.86/0.86,seq-height-dip:0.08
ichigo-kurosaki,Ichigo Kurosaki,cmd:2+3,113,true,1,1,1,1,0.022,1,idleW,1,1,0.86,0.86,frame,cmd:2+3:0.86/0.86,seq-height-dip:0.08
ichigo-kurosaki,Ichigo Kurosaki,cmd:2+4,153,true,1.14,1.14,1.14,1.14,0,1.14,idleW,1.299,1.299,0.98,0.98,frame,cmd:2+4:0.98/0.98,above-blue:1.14h|body-above:1.14h
ichigo-kurosaki,Ichigo Kurosaki,cmd:d/f+2,311,true,1.058,1.058,1.017,0.759,0.02,1.058,idleW,1.12,0.772,0.91,0.91,frame,cmd:d/f+2:0.91/0.91,body-below:0.76h|body-top-below-blue:0.30|seq-body-dip:0.27
ichigo-kurosaki,Ichigo Kurosaki,cmd:d/f+2,312,true,1.116,1.116,1.094,1.116,0.021,1.116,idleW,1.246,1.222,0.96,0.96,frame,cmd:d/f+2:0.96/0.96,above-blue:1.12h
ichigo-kurosaki,Ichigo Kurosaki,cmd:d/f+2,317,true,1.116,1.116,1.116,1.116,0,1.116,idleW,1.246,1.246,0.96,0.96,frame,cmd:d/f+2:0.96/0.96,above-blue:1.12h
ichigo-kurosaki,Ichigo Kurosaki,cmd:d/f+2,318,true,1.151,1.151,1.151,1.151,0.027,1.151,idleW,1.325,1.325,0.99,0.99,frame,cmd:d/f+2:0.99/0.99,above-blue:1.15h|body-above:1.15h
ichigo-kurosaki,Ichigo Kurosaki,cmd:d+1,77,true,1.163,1.163,1.163,1.163,0,1.163,idleW,1.352,1.352,1,1,default,jableft:0.86/0.86|jabright:0.86/0.86,above-blue:1.16h|body-above:1.16h|same-source-scaled:jableft/jabright
ichigo-kurosaki,Ichigo Kurosaki,cmd:d+1,78,true,1.163,1.163,1.163,1.163,0,1.163,idleW,1.352,1.352,1,1,default,jableft:0.86/0.86|jabright:0.86/0.86,above-blue:1.16h|body-above:1.16h|same-source-scaled:jableft/jabright
ichigo-kurosaki,Ichigo Kurosaki,cmd:d+1,79,true,1.163,1.163,1.163,1.163,0,1.163,idleW,1.352,1.352,1,1,default,jableft:0.86/0.86|jabright:0.86/0.86,above-blue:1.16h|body-above:1.16h|same-source-scaled:jableft/jabright
ichigo-kurosaki,Ichigo Kurosaki,cmd:d+1,80,true,1.542,1.163,1.542,1.163,0.027,1.542,idleW,1.793,1.793,1,1,default,jableft:0.84/0.84|jabright:0.84/0.84|win:0.65/0.81,above-blue:1.16h|body-above:1.16h|high-area:1.79|same-source-scaled:jableft/jabright/win|same-source-scale-diff:0.19
ichigo-kurosaki,Ichigo Kurosaki,cmd:d+1,81,true,1.163,1.163,1.163,1.163,0,1.163,idleW,1.352,1.352,1,1,default,jableft:0.86/0.86,above-blue:1.16h|body-above:1.16h|same-source-scaled:jableft
ichigo-kurosaki,Ichigo Kurosaki,cmd:d+1,82,true,1.163,1.163,1.163,1.163,0.026,1.163,idleW,1.352,1.352,1,1,default,jableft:0.86/0.86,above-blue:1.16h|body-above:1.16h|same-source-scaled:jableft
ichigo-kurosaki,Ichigo Kurosaki,cmd:f+1,410,true,0.879,1.17,0.879,1.17,0.087,0.879,idleW,1.028,1.028,1.09,0.88,frame,cmd:f+1:1.09/0.88,above-blue:1.17h|body-above:1.17h|feet-above-ground:0.09
ichigo-kurosaki,Ichigo Kurosaki,cmd:f+1,412,true,1.151,1.151,1.151,1.151,0,1.151,idleW,1.325,1.325,0.99,0.99,frame,cmd:f+1:0.99/0.99,above-blue:1.15h|body-above:1.15h
ichigo-kurosaki,Ichigo Kurosaki,cmd:f+1,418,true,1.14,1.14,1.14,1.14,0,1.14,idleW,1.299,1.299,0.98,0.98,frame,cmd:f+1:0.98/0.98,above-blue:1.14h|body-above:1.14h
ichigo-kurosaki,Ichigo Kurosaki,cmd:f+2,77,true,1.163,1.163,1.163,1.163,0,1.163,idleW,1.352,1.352,1,1,default,jableft:0.86/0.86|jabright:0.86/0.86,above-blue:1.16h|body-above:1.16h|same-source-scaled:jableft/jabright
ichigo-kurosaki,Ichigo Kurosaki,cmd:f+2,78,true,1.163,1.163,1.163,1.163,0,1.163,idleW,1.352,1.352,1,1,default,jableft:0.86/0.86|jabright:0.86/0.86,above-blue:1.16h|body-above:1.16h|same-source-scaled:jableft/jabright
ichigo-kurosaki,Ichigo Kurosaki,cmd:f+2,79,true,1.163,1.163,1.163,1.163,0,1.163,idleW,1.352,1.352,1,1,default,jableft:0.86/0.86|jabright:0.86/0.86,above-blue:1.16h|body-above:1.16h|same-source-scaled:jableft/jabright
ichigo-kurosaki,Ichigo Kurosaki,cmd:f+2,80,true,1.542,1.163,1.542,1.163,0.027,1.542,idleW,1.793,1.793,1,1,default,jableft:0.84/0.84|jabright:0.84/0.84|win:0.65/0.81,above-blue:1.16h|body-above:1.16h|high-area:1.79|same-source-scaled:jableft/jabright/win|same-source-scale-diff:0.19
ichigo-kurosaki,Ichigo Kurosaki,cmd:FC+1,77,true,1.163,1.163,1.163,1.163,0,1.163,idleW,1.352,1.352,1,1,default,jableft:0.86/0.86|jabright:0.86/0.86,above-blue:1.16h|body-above:1.16h|same-source-scaled:jableft/jabright
ichigo-kurosaki,Ichigo Kurosaki,cmd:FC+1,78,true,1.163,1.163,1.163,1.163,0,1.163,idleW,1.352,1.352,1,1,default,jableft:0.86/0.86|jabright:0.86/0.86,above-blue:1.16h|body-above:1.16h|same-source-scaled:jableft/jabright
ichigo-kurosaki,Ichigo Kurosaki,cmd:FC+1,79,true,1.163,1.163,1.163,1.163,0,1.163,idleW,1.352,1.352,1,1,default,jableft:0.86/0.86|jabright:0.86/0.86,above-blue:1.16h|body-above:1.16h|same-source-scaled:jableft/jabright
ichigo-kurosaki,Ichigo Kurosaki,cmd:FC+1,80,true,1.542,1.163,1.542,1.163,0.027,1.542,idleW,1.793,1.793,1,1,default,jableft:0.84/0.84|jabright:0.84/0.84|win:0.65/0.81,above-blue:1.16h|body-above:1.16h|high-area:1.79|same-source-scaled:jableft/jabright/win|same-source-scale-diff:0.19
ichigo-kurosaki,Ichigo Kurosaki,cmd:FC+1,81,true,1.163,1.163,1.163,1.163,0,1.163,idleW,1.352,1.352,1,1,default,jableft:0.86/0.86,above-blue:1.16h|body-above:1.16h|same-source-scaled:jableft
ichigo-kurosaki,Ichigo Kurosaki,cmd:FC+1,82,true,1.163,1.163,1.163,1.163,0.026,1.163,idleW,1.352,1.352,1,1,default,jableft:0.86/0.86,above-blue:1.16h|body-above:1.16h|same-source-scaled:jableft
ichigo-kurosaki,Ichigo Kurosaki,cmd:FC+2,77,true,1.163,1.163,1.163,1.163,0,1.163,idleW,1.352,1.352,1,1,default,jableft:0.86/0.86|jabright:0.86/0.86,above-blue:1.16h|body-above:1.16h|same-source-scaled:jableft/jabright
ichigo-kurosaki,Ichigo Kurosaki,cmd:FC+2,78,true,1.163,1.163,1.163,1.163,0,1.163,idleW,1.352,1.352,1,1,default,jableft:0.86/0.86|jabright:0.86/0.86,above-blue:1.16h|body-above:1.16h|same-source-scaled:jableft/jabright
ichigo-kurosaki,Ichigo Kurosaki,cmd:FC+2,79,true,1.163,1.163,1.163,1.163,0,1.163,idleW,1.352,1.352,1,1,default,jableft:0.86/0.86|jabright:0.86/0.86,above-blue:1.16h|body-above:1.16h|same-source-scaled:jableft/jabright
ichigo-kurosaki,Ichigo Kurosaki,cmd:FC+2,80,true,1.542,1.163,1.542,1.163,0.027,1.542,idleW,1.793,1.793,1,1,default,jableft:0.84/0.84|jabright:0.84/0.84|win:0.65/0.81,above-blue:1.16h|body-above:1.16h|high-area:1.79|same-source-scaled:jableft/jabright/win|same-source-scale-diff:0.19
ichigo-kurosaki,Ichigo Kurosaki,cmd:O+1,77,true,1.163,1.163,1.163,1.163,0,1.163,idleW,1.352,1.352,1,1,default,jableft:0.86/0.86|jabright:0.86/0.86,above-blue:1.16h|body-above:1.16h|same-source-scaled:jableft/jabright
ichigo-kurosaki,Ichigo Kurosaki,cmd:O+1,78,true,1.163,1.163,1.163,1.163,0,1.163,idleW,1.352,1.352,1,1,default,jableft:0.86/0.86|jabright:0.86/0.86,above-blue:1.16h|body-above:1.16h|same-source-scaled:jableft/jabright
ichigo-kurosaki,Ichigo Kurosaki,cmd:O+1,79,true,1.163,1.163,1.163,1.163,0,1.163,idleW,1.352,1.352,1,1,default,jableft:0.86/0.86|jabright:0.86/0.86,above-blue:1.16h|body-above:1.16h|same-source-scaled:jableft/jabright
ichigo-kurosaki,Ichigo Kurosaki,cmd:O+1,80,true,1.542,1.163,1.542,1.163,0.027,1.542,idleW,1.793,1.793,1,1,default,jableft:0.84/0.84|jabright:0.84/0.84|win:0.65/0.81,above-blue:1.16h|body-above:1.16h|high-area:1.79|same-source-scaled:jableft/jabright/win|same-source-scale-diff:0.19
ichigo-kurosaki,Ichigo Kurosaki,cmd:O+1,81,true,1.163,1.163,1.163,1.163,0,1.163,idleW,1.352,1.352,1,1,default,jableft:0.86/0.86,above-blue:1.16h|body-above:1.16h|same-source-scaled:jableft
ichigo-kurosaki,Ichigo Kurosaki,cmd:O+1,82,true,1.163,1.163,1.163,1.163,0.026,1.163,idleW,1.352,1.352,1,1,default,jableft:0.86/0.86,above-blue:1.16h|body-above:1.16h|same-source-scaled:jableft
ichigo-kurosaki,Ichigo Kurosaki,cmd:qcf+1,77,true,1.163,1.163,1.163,1.163,0,1.163,idleW,1.352,1.352,1,1,default,jableft:0.86/0.86|jabright:0.86/0.86,above-blue:1.16h|body-above:1.16h|same-source-scaled:jableft/jabright
ichigo-kurosaki,Ichigo Kurosaki,cmd:qcf+1,78,true,1.163,1.163,1.163,1.163,0,1.163,idleW,1.352,1.352,1,1,default,jableft:0.86/0.86|jabright:0.86/0.86,above-blue:1.16h|body-above:1.16h|same-source-scaled:jableft/jabright
ichigo-kurosaki,Ichigo Kurosaki,cmd:qcf+1,79,true,1.163,1.163,1.163,1.163,0,1.163,idleW,1.352,1.352,1,1,default,jableft:0.86/0.86|jabright:0.86/0.86,above-blue:1.16h|body-above:1.16h|same-source-scaled:jableft/jabright
ichigo-kurosaki,Ichigo Kurosaki,cmd:qcf+1,80,true,1.542,1.163,1.542,1.163,0.027,1.542,idleW,1.793,1.793,1,1,default,jableft:0.84/0.84|jabright:0.84/0.84|win:0.65/0.81,above-blue:1.16h|body-above:1.16h|high-area:1.79|same-source-scaled:jableft/jabright/win|same-source-scale-diff:0.19
ichigo-kurosaki,Ichigo Kurosaki,cmd:qcf+1,81,true,1.163,1.163,1.163,1.163,0,1.163,idleW,1.352,1.352,1,1,default,jableft:0.86/0.86,above-blue:1.16h|body-above:1.16h|same-source-scaled:jableft
ichigo-kurosaki,Ichigo Kurosaki,cmd:qcf+1,82,true,1.163,1.163,1.163,1.163,0.026,1.163,idleW,1.352,1.352,1,1,default,jableft:0.86/0.86,above-blue:1.16h|body-above:1.16h|same-source-scaled:jableft
ichigo-kurosaki,Ichigo Kurosaki,cmd:qcf+4,160,true,0.879,1.143,0.862,1.143,0.019,0.879,idleW,1.004,0.985,1.09,0.86,frame,cmd:qcf+4:1.09/0.86,above-blue:1.14h|body-above:1.14h
ichigo-kurosaki,Ichigo Kurosaki,cmd:qcf+4,161,true,0.758,1.249,0.758,1.249,0.068,0.758,idleW,0.947,0.947,0.94,0.94,frame,cmd:qcf+4:0.94/0.94,above-blue:1.25h|body-above:1.25h|too-narrow:0.76x-idleW|feet-above-ground:0.07
ichigo-kurosaki,Ichigo Kurosaki,cmd:qcf+4,162,true,0.814,1.342,0.42,1.342,0.113,0.814,idleW,1.093,0.564,1.01,1.01,frame,cmd:qcf+4:1.01/1.01,above-blue:1.34h|body-above:1.34h|too-narrow:0.81x-idleW|feet-above-ground:0.11
ichigo-kurosaki,Ichigo Kurosaki,cmd:qcf+4,163,true,1.14,1.14,1.14,1.14,0,1.14,idleW,1.299,1.299,0.98,0.98,frame,cmd:qcf+4:0.98/0.98,above-blue:1.14h|body-above:1.14h
ichigo-kurosaki,Ichigo Kurosaki,cmd:qcf+4,164,true,1,1,0.492,0.574,0,1,idleW,1,0.283,0.86,0.86,frame,cmd:qcf+4:0.86/0.86,body-below:0.57h|body-top-below-blue:0.43|seq-height-dip:0.14|seq-body-dip:0.57
ichigo-kurosaki,Ichigo Kurosaki,cmd:qcf+4,165,true,1.128,1.128,1.128,1.128,0,1.128,idleW,1.272,1.272,0.97,0.97,frame,cmd:qcf+4:0.97/0.97,above-blue:1.13h|body-above:1.13h
ichigo-kurosaki,Ichigo Kurosaki,cmd:qcf+4,166,true,1.128,1.128,1.128,1.128,0,1.128,idleW,1.272,1.272,0.97,0.97,frame,cmd:qcf+4:0.97/0.97,above-blue:1.13h|body-above:1.13h
ichigo-kurosaki,Ichigo Kurosaki,cmd:qcf+4,167,true,1.116,1.116,1.116,1.116,0,1.116,idleW,1.246,1.246,0.96,0.96,frame,cmd:qcf+4:0.96/0.96,above-blue:1.12h
ichigo-kurosaki,Ichigo Kurosaki,cmd:qcf+4,168,true,1,1,1,1,0,1,idleW,1,1,0.86,0.86,frame,cmd:qcf+4:0.86/0.86,seq-height-dip:0.14|seq-body-dip:0.14
ichigo-kurosaki,Ichigo Kurosaki,cmd:qcf+4,169,true,1.163,1.163,1.163,1.163,0,1.163,idleW,1.352,1.352,1,1,default,,above-blue:1.16h|body-above:1.16h
ichigo-kurosaki,Ichigo Kurosaki,cmd:qcf+4,170,true,1.151,1.151,1.151,1.151,0,1.151,idleW,1.325,1.325,0.99,0.99,frame,cmd:qcf+4:0.99/0.99,above-blue:1.15h|body-above:1.15h
ichigo-kurosaki,Ichigo Kurosaki,cmd:WS+2,77,true,1.163,1.163,1.163,1.163,0,1.163,idleW,1.352,1.352,1,1,default,jableft:0.86/0.86|jabright:0.86/0.86,above-blue:1.16h|body-above:1.16h|same-source-scaled:jableft/jabright
ichigo-kurosaki,Ichigo Kurosaki,cmd:WS+2,78,true,1.163,1.163,1.163,1.163,0,1.163,idleW,1.352,1.352,1,1,default,jableft:0.86/0.86|jabright:0.86/0.86,above-blue:1.16h|body-above:1.16h|same-source-scaled:jableft/jabright
ichigo-kurosaki,Ichigo Kurosaki,cmd:WS+2,79,true,1.163,1.163,1.163,1.163,0,1.163,idleW,1.352,1.352,1,1,default,jableft:0.86/0.86|jabright:0.86/0.86,above-blue:1.16h|body-above:1.16h|same-source-scaled:jableft/jabright
ichigo-kurosaki,Ichigo Kurosaki,cmd:WS+2,80,true,1.542,1.163,1.542,1.163,0.027,1.542,idleW,1.793,1.793,1,1,default,jableft:0.84/0.84|jabright:0.84/0.84|win:0.65/0.81,above-blue:1.16h|body-above:1.16h|high-area:1.79|same-source-scaled:jableft/jabright/win|same-source-scale-diff:0.19
ichigo-kurosaki,Ichigo Kurosaki,crouch,22,false,0.977,0.744,0.977,0.744,0.017,1.067,idleH,0.727,0.727,0.84,0.64,frame,crouch:0.84/0.64,below-blue:0.74h|body-below:0.74h
ichigo-kurosaki,Ichigo Kurosaki,getupStand,32,false,1.069,0.802,1.069,0.802,0.024,1.167,idleH,0.858,0.858,0.69,0.69,frame,knockdown:0.69/0.69|getupStand:0.69/0.69|sprint:0.79/0.79,below-blue:0.80h|body-below:0.80h|seq-height-dip:0.13|seq-body-dip:0.13|same-source-scale-diff:0.10
ichigo-kurosaki,Ichigo Kurosaki,getupStand,33,false,0.88,0.48,0.88,0.48,0.04,0.961,idleH,0.423,0.423,0.413,0.413,frame,knockdown:0.413/0.413|getupStand:0.413/0.413|sprint:0.67/0.67,below-blue:0.48h|body-below:0.48h|low-area:0.42|seq-height-dip:0.45|seq-body-dip:0.45|seq-area-low:0.44|same-source-scale-diff:0.26
ichigo-kurosaki,Ichigo Kurosaki,getupStand,34,false,0.879,0.64,0.879,0.64,0.04,0.96,idleH,0.562,0.562,0.55,0.55,frame,knockdown:0.55/0.55|getupStand:0.55/0.55|sprint:0.78/0.78,below-blue:0.64h|body-below:0.64h|low-area:0.56|seq-height-dip:0.29|seq-body-dip:0.29|same-source-scale-diff:0.23
ichigo-kurosaki,Ichigo Kurosaki,getupStand,35,false,0.879,0.54,0.879,0.54,0.04,0.96,idleH,0.474,0.474,0.464,0.464,frame,knockdown:0.464/0.464|getupStand:0.464/0.464|sprint:0.71/0.71,below-blue:0.54h|body-below:0.54h|low-area:0.47|seq-height-dip:0.39|seq-body-dip:0.39|seq-area-low:0.39|same-source-scale-diff:0.25
ichigo-kurosaki,Ichigo Kurosaki,getupStand,54,false,0.93,0.93,0.93,0.93,0,1.016,idleH,0.865,0.865,0.8,0.8,frame,getupStand:0.8/0.8,below-blue:0.93h
ichigo-kurosaki,Ichigo Kurosaki,getupStand,55,false,0.93,0.93,0.93,0.93,0,1.016,idleH,0.865,0.865,0.8,0.8,frame,getupStand:0.8/0.8,below-blue:0.93h
ichigo-kurosaki,Ichigo Kurosaki,getupStand,56,false,0.93,0.93,0.93,0.93,0,1.016,idleH,0.865,0.865,0.8,0.8,frame,getupStand:0.8/0.8,below-blue:0.93h
ichigo-kurosaki,Ichigo Kurosaki,jableft,80,true,1.295,0.977,1.295,0.977,0.023,1.295,idleW,1.265,1.265,0.84,0.84,frame,jableft:0.84/0.84|jabright:0.84/0.84|win:0.65/0.81,same-source-scale-diff:0.19
ichigo-kurosaki,Ichigo Kurosaki,jabright,80,true,1.295,0.977,1.295,0.977,0.023,1.295,idleW,1.265,1.265,0.84,0.84,frame,jableft:0.84/0.84|jabright:0.84/0.84|win:0.65/0.81,same-source-scale-diff:0.19
ichigo-kurosaki,Ichigo Kurosaki,knockdown,32,false,1.069,0.802,1.069,0.802,0.024,1.167,idleH,0.858,0.858,0.69,0.69,frame,knockdown:0.69/0.69|getupStand:0.69/0.69|sprint:0.79/0.79,below-blue:0.80h|body-below:0.80h|same-source-scale-diff:0.10
ichigo-kurosaki,Ichigo Kurosaki,knockdown,33,false,0.88,0.48,0.88,0.48,0.04,0.961,idleH,0.423,0.423,0.413,0.413,frame,knockdown:0.413/0.413|getupStand:0.413/0.413|sprint:0.67/0.67,below-blue:0.48h|body-below:0.48h|low-area:0.42|seq-height-dip:0.32|seq-body-dip:0.24|same-source-scale-diff:0.26
ichigo-kurosaki,Ichigo Kurosaki,knockdown,34,false,0.879,0.64,0.879,0.64,0.04,0.96,idleH,0.562,0.562,0.55,0.55,frame,knockdown:0.55/0.55|getupStand:0.55/0.55|sprint:0.78/0.78,below-blue:0.64h|body-below:0.64h|low-area:0.56|seq-height-dip:0.16|same-source-scale-diff:0.23
ichigo-kurosaki,Ichigo Kurosaki,knockdown,35,false,0.879,0.54,0.879,0.54,0.04,0.96,idleH,0.474,0.474,0.464,0.464,frame,knockdown:0.464/0.464|getupStand:0.464/0.464|sprint:0.71/0.71,below-blue:0.54h|body-below:0.54h|low-area:0.47|seq-height-dip:0.26|seq-body-dip:0.18|same-source-scale-diff:0.25
ichigo-kurosaki,Ichigo Kurosaki,lose,31,false,0.879,0.32,0.879,0.32,0,0.96,idleH,0.281,0.281,0.275,0.275,frame,sprint:0.55/0.69|lose:0.275/0.275,below-blue:0.32h|body-below:0.32h|low-area:0.28|same-source-scale-diff:0.41
ichigo-kurosaki,Ichigo Kurosaki,sidestepLeft,13,false,1.105,1.105,1.043,1.105,0,1.105,idleW,1.22,1.152,0.95,0.95,frame,sidestepLeft:0.95/0.95|sidestepRight:0.95/0.95,above-blue:1.10h
ichigo-kurosaki,Ichigo Kurosaki,sidestepRight,13,false,1.105,1.105,1.043,1.105,0,1.105,idleW,1.22,1.152,0.95,0.95,frame,sidestepLeft:0.95/0.95|sidestepRight:0.95/0.95,above-blue:1.10h
ichigo-kurosaki,Ichigo Kurosaki,sprint,12,false,1.163,1.163,1.163,1.163,0.031,1.163,idleW,1.352,1.352,1,1,default,,above-blue:1.16h|body-above:1.16h
ichigo-kurosaki,Ichigo Kurosaki,sprint,13,false,1.163,1.163,1.098,1.163,0,1.163,idleW,1.352,1.277,1,1,default,sidestepLeft:0.95/0.95|sidestepRight:0.95/0.95,above-blue:1.16h|body-above:1.16h|same-source-scaled:sidestepLeft/sidestepRight
ichigo-kurosaki,Ichigo Kurosaki,walkForward,4,false,1,1,1,1,0.068,1,idleW,1,1,0.86,0.86,frame,walkForward:0.86/0.86,feet-above-ground:0.07
ichigo-kurosaki,Ichigo Kurosaki,walkForward,5,false,1,1,1,1,0.095,1,idleW,1,1,0.86,0.86,frame,walkForward:0.86/0.86,feet-above-ground:0.10
ichigo-kurosaki,Ichigo Kurosaki,walkForward,6,false,1,1,1,1,0.091,1,idleW,1,1,0.86,0.86,frame,walkForward:0.86/0.86,feet-above-ground:0.09
ichigo-kurosaki,Ichigo Kurosaki,walkForward,7,false,1,1,1,1,0.091,1,idleW,1,1,0.86,0.86,frame,walkForward:0.86/0.86,feet-above-ground:0.09
ichigo-kurosaki,Ichigo Kurosaki,walkForward,8,false,1,1,1,1,0.068,1,idleW,1,1,0.86,0.86,frame,walkForward:0.86/0.86,feet-above-ground:0.07
ichigo-kurosaki,Ichigo Kurosaki,walkForward,9,false,1,1,1,1,0.095,1,idleW,1,1,0.86,0.86,frame,walkForward:0.86/0.86,feet-above-ground:0.10
ichigo-kurosaki,Ichigo Kurosaki,walkForward,10,false,1,1,1,1,0.068,1,idleW,1,1,0.86,0.86,frame,walkForward:0.86/0.86,feet-above-ground:0.07
ichigo-kurosaki,Ichigo Kurosaki,walkForward,11,false,1,1,1,1,0.091,1,idleW,1,1,0.86,0.86,frame,walkForward:0.86/0.86,feet-above-ground:0.09
ichigo-kurosaki,Ichigo Kurosaki,win,80,false,1.002,0.942,1.002,0.942,0.022,1.002,idleW,0.944,0.944,0.65,0.81,frame,jableft:0.84/0.84|jabright:0.84/0.84|win:0.65/0.81,below-blue:0.94h|same-source-scale-diff:0.19
jaguar-junichi,Jaguar Junichi,cmd:1+2,69,true,1.488,0.98,1.161,0.98,0.036,1.488,idleW,1.458,1.138,0.98,0.98,frame,cmd:1+2:0.98/0.98,high-area:1.46
jaguar-junichi,Jaguar Junichi,cmd:1+2,70,true,1.586,0.95,1.393,0.95,0.057,1.586,idleW,1.507,1.323,0.95,0.95,frame,cmd:1+2:0.95/0.95,below-blue:0.95h|too-wide:1.59x-idleW|high-area:1.51|feet-above-ground:0.06
jaguar-junichi,Jaguar Junichi,cmd:1+2,72,true,1.14,1.14,1.14,1.14,0.047,1.14,idleW,1.3,1.3,1.14,1.14,frame,cmd:1+2:1.14/1.14,above-blue:1.14h|body-above:1.14h
jaguar-junichi,Jaguar Junichi,cmd:1+2,73,true,1.277,0.98,1.277,0.98,0.059,1.277,idleW,1.251,1.251,0.98,0.98,frame,cmd:1+2:0.98/0.98,feet-above-ground:0.06
jaguar-junichi,Jaguar Junichi,cmd:1+3,104,true,1.654,1,1.654,1,0.021,1.654,idleW,1.654,1.654,1,1,default,,too-wide:1.65x-idleW|high-area:1.65
jaguar-junichi,Jaguar Junichi,cmd:1+3,105,true,1.11,1.11,1.11,1.11,0,1.11,idleW,1.232,1.232,1.11,1.11,frame,jableft:1.11/1.11|cmd:1+3:1.11/1.11,above-blue:1.11h
